caminho_relativo,classe,conjunto
Longitudinal fracture/Train/children-08-00431-g001_pnrf.596d1c08c05b9df5feeffb3bac9fadd.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/image10_jpeg.rf.304b29d171174e9ae96f65b8d8657e81.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/image3_jpeg.rf.506ce4843e3698a1399802a4e03413b3.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/midshaft-femur-fx-1-campagne-sized_jpg.rf.0e429985b42c24fd69d9a3fcf80aba44.jpg,Longitudinal fracture,teste
Oblique fracture/Test/0-_gallery_jpeg.rf.b3170266ea6b6d03bfb4ae5991df98ce.jpg,Oblique fracture,teste
Oblique fracture/Test/10-1055-b-002-85516_c023_f003-1_jpg.rf.a2cb46deb0263fc92980f45ee328c632.jpg,Oblique fracture,teste
Oblique fracture/Train/InkedInitial-imaging-a-X-ray-of-the-left-lower-extremity-shows-a-closed-oblique-fracture_png.rf.8b6c429de17d94b09ce484bedf753804_LI.jpg,Oblique fracture,teste
Oblique fracture/Train/Inkedx-ray-image-of-right-hand-oblique-viwe-showing-tumd-bone-fracture-700-214015347_jpg.rf.0accf0b72404f8af437d4ce31a040385_LI.jpg,Oblique fracture,teste
Oblique fracture/Train/XRAY20-20Obturator20Oblique20-20Posterior20wall20fx_moved_jpg.rf.d80991ac87370262d0290e03af5817e2.jpg,Oblique fracture,teste
Oblique fracture/Train/bimalleolar_jpg.rf.4f2912fba252cb6f758cb4e814343631.jpg,Oblique fracture,teste
Oblique fracture/Train/image29_jpeg.rf.6d4d72f18676ac51a5fec6b1557.jpg,Oblique fracture,teste
Oblique fracture/Train/image31_jpeg.rf.49c6015ae65879ca6c6551ec9e802c6c.jpg,Oblique fracture,teste
Oblique fracture/Train/image4_jpeg.rf.f17e6390662f4e352f8bc01a006c6da6.jpg,Oblique fracture,teste
Oblique fracture/Train/image7_jpeg.rf.a26c282b5e2e1ba9a049053fc5b18b6a.jpg,Oblique fracture,teste
Oblique fracture/Train/image_jpeg.rf.e8a17e76a0455785d575a9165aaf5873.jpg,Oblique fracture,teste
Oblique fracture/Train/ital-sabu-raijua-regency-east-nusa-tenggara-indonesia-photo-taken-1839626560_jpg.rf.07200c503ecbc0ba18962759d4d8a197.jpg,Oblique fracture,teste
Pathological fracture/Test/1-s2-0-S1877056815003461-gr6_jpg.rf.ad4975a23505ff95c659bf9b7319a.jpg,Pathological fracture,teste
Pathological fracture/Test/10-1302_2058-5247_jpeg.rf.9672030e7caa4b22d386e38317dab60c.jpg,Pathological fracture,teste
Pathological fracture/Test/5e26814a794fb50001390d1c_jpg.rf.544fc6bcf14e69c89637e7e6453d515b.jpg,Pathological fracture,teste
Pathological fracture/Train/1111Con_PC_Femur_A_0_jpg.rf.ef00741f0e51182ae36af30c6c04604b.jpg,Pathological fracture,teste
Pathological fracture/Train/2000120-galleyfig3_jpeg.3c7add3a3d8ebd3a8cfe.jpg,Pathological fracture,teste
Pathological fracture/Train/205beabbbbaa7eaf2e7bd504b23e31_jumbo_jpeg.rf.4ff68f0fe50221123d9eae6ffcdcbf2a.jpg,Pathological fracture,teste
Pathological fracture/Train/F1-large_jpg.rf89b76d363a0f13b869ab4.jpg,Pathological fracture,teste
Pathological fracture/Train/caasereportsi-1_jpg.rf.0e0aac51cd089f31f7329ea63feac42e.jpg,Pathological fracture,teste
Pathological fracture/Train/gr14_jp100f3396.jpg,Pathological fracture,teste
Pathological fracture/Train/image02056_jpeg.rf.96f31f371ba576cd6b71950ad27a5774.jpg,Pathological fracture,teste
Pathological fracture/Train/image27_jpeg.rf.d63898de3b82278e24ea64c7824aca0c.jpg,Pathological fracture,teste
Pathological fracture/Train/image2_jpeg.rf.ceb65c25d42119fc8afcf306182771b9.jpg,Pathological fracture,teste
Pathological fracture/Train/image5_jpeg.rf.b2c21e237a763df53cd5786ea7326a93.jpg,Pathological fracture,teste
Pathological fracture/Train/images2_jpg.rf.2eda195f4c118775e229281299c495cc.jpg,Pathological fracture,teste
Pathological fracture/Train/images3_jpg.rf.4099ca95e9bbd70190f2b0f8fbf77e27.jpg,Pathological fracture,teste
Pathological fracture/Train/images4_jpg.rf.305b9f15932274caf95fe4daef9dd643.jpg,Pathological fracture,teste
Pathological fracture/Train/mco-08-01-0107-g02_jpg.rf.8645ddffaf5f083d0c2f1af30.jpg,Pathological fracture,teste
Pathological fracture/Train/pathological_jpg.rf.ae9e70b650b7ff5536f07a9412c909dd.jpg,Pathological fracture,teste
Spiral Fracture/Test/110001_jumbo_jpeg.rf.94b56c0454a24891c46456a32af0129c.jpg,Spiral Fracture,teste
Spiral Fracture/Train/al-fracture-of-distal-fibula-at-level-of-syndesmosis-with-minimal-1286218351_jpg.rf.33383cf09fd6c5df2f71c2eb9c417731.jpg,Spiral Fracture,teste
Spiral Fracture/Train/broken-humerus-xray-showing-compound-260nw-667702906_jpg.rf.6b73f3ee243d182700bdf2eff2f2fad2.jpg,Spiral Fracture,teste
Spiral Fracture/Train/c0393356-800px-wm_jpg.rf.394e4ad25b5ec7c0622cff322e542181.jpg,Spiral Fracture,teste
Spiral Fracture/Train/ch23-1_jpg.rf.de610efd8b6a8ebf5bc3d05eb1d6864e.jpg,Spiral Fracture,teste
Spiral Fracture/Train/image2_jpeg.rf.5ea676b2e01ff0234b147af30240abe8.jpg,Spiral Fracture,teste
Spiral Fracture/Train/image7_jpeg.rf.d11bed3acad372a3ea5031e3423f39f5.jpg,Spiral Fracture,teste
Spiral Fracture/Train/images18_jpg.rf.f124bd32e0423021cdfeb44507075f93.jpg,Spiral Fracture,teste
Spiral Fracture/Train/images20_jpg.rf.1edb02c282bd8a993a486571dba82a30.jpg,Spiral Fracture,teste
Spiral Fracture/Train/images9_jpg.rf.9bdd8ba77e545bdd7edb097ab01161e7.jpg,Spiral Fracture,teste
Spiral Fracture/Train/placed-spiral-fracture-right-tibia-lower-leg-bone-ray-film-patient-225915648_jpg.rf.80182ff26fcd817cd744c4cc5c29c573.jpg,Spiral Fracture,teste
